place_name,district_name,latitude,longitude,popularity_rating,average_temperature,type_of_place,best_visiting_month,short_description
Mussoorie,Nainital,29.0134,78.7572,1,3.3,Temple,June,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
Jim Corbett National Park,Pauri Garhwal,30.7422,79.5481,4,13.1,Temple,April,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
Mussoorie,Chamoli,30.6395,77.8254,2,28.3,Lake,August,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
Mussoorie,Rudraprayag,29.3913,80.3372,1,25.2,Wildlife Sanctuary,January,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
Chopta,Uttarkashi,29.0067,79.8616,3,17.7,Adventure Spot,May,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
Ranikhet,Haridwar,29.9748,78.4136,5,21.6,Adventure Spot,March,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
Auli,Chamoli,29.3587,79.9074,5,11.7,Temple,July,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
Ranikhet,Bageshwar,31.0588,79.8731,3,21.4,Lake,October,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
Ranikhet,Chamoli,29.7406,79.0899,4,5.6,Wildlife Sanctuary,October,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
Jim Corbett National Park,Chamoli,29.0025,80.4862,5,4.0,Trek,October,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
Auli,Tehri Garhwal,29.7659,80.2906,5,8.2,Adventure Spot,September,mi nulla ac enim in tempor turpis nec euismod scelerisque quam
Ranikhet,Chamoli,30.2215,79.4159,4,10.1,Adventure Spot,September,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
Chopta,Haridwar,30.5659,78.9739,3,19.0,Temple,September,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
Ranikhet,Haridwar,29.7189,80.4273,3,23.8,Adventure Spot,December,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
Chopta,Pauri Garhwal,30.4224,78.6832,5,2.2,Adventure Spot,December,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
Almora,Haridwar,30.2633,77.7195,5,27.4,Lake,February,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
Chopta,Pauri Garhwal,30.1076,80.4987,5,20.4,Wildlife Sanctuary,March,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
Jim Corbett National Park,Rudraprayag,30.5723,77.9762,5,6.6,Trek,June,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
Jim Corbett National Park,Dehradun,29.1489,78.2315,3,23.2,Lake,July,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
Auli,Almora,30.4365,77.771,4,27.9,Lake,June,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
Lansdowne,Nainital,31.4406,78.732,3,17.9,Lake,February,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Nainital,Uttarkashi,31.0674,79.1782,5,18.4,Adventure Spot,October,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
Mussoorie,Uttarkashi,30.1025,79.5033,5,2.4,Adventure Spot,August,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
Almora,Tehri Garhwal,31.0906,80.4962,5,14.5,Wildlife Sanctuary,March,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
Chopta,Nainital,30.713,77.8976,2,20.6,Wildlife Sanctuary,May,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
Auli,Haridwar,30.9275,80.4834,4,8.8,Adventure Spot,July,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Chopta,Haridwar,31.3692,79.0923,4,4.1,Trek,October,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
Rishikesh,Rudraprayag,30.1193,79.4561,3,26.1,Temple,June,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Chopta,Haridwar,30.3274,77.5722,4,3.1,Adventure Spot,October,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
Haridwar,Bageshwar,30.4269,78.2001,5,27.6,Trek,May,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
Rishikesh,Dehradun,29.7286,79.1165,1,19.4,Trek,January,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
Almora,Tehri Garhwal,29.5593,79.1404,2,26.6,Temple,September,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
Lansdowne,Chamoli,31.4309,80.3765,1,22.5,Trek,October,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
Chopta,Almora,31.3948,79.6626,1,3.4,Trek,December,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
Ranikhet,Pauri Garhwal,31.0974,80.3675,4,6.4,Wildlife Sanctuary,January,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
Mussoorie,Nainital,30.0008,79.031,1,10.1,Lake,February,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
Almora,Chamoli,30.9403,80.1048,5,17.9,Trek,July,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
Haridwar,Uttarkashi,31.1333,79.4919,4,24.2,Trek,November,sem praesent id massa id nisl venenatis lacinia aenean sit amet
Nainital,Tehri Garhwal,29.8818,77.522,5,2.5,Adventure Spot,November,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
Mussoorie,Pauri Garhwal,29.5214,78.3671,2,7.8,Trek,April,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
Ranikhet,Chamoli,30.9404,79.4541,5,15.8,Temple,December,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
Nainital,Tehri Garhwal,30.6381,80.1515,1,0.8,Adventure Spot,July,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
Almora,Nainital,29.8886,78.2833,1,7.9,Lake,September,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
Almora,Nainital,31.1725,79.8953,1,11.5,Wildlife Sanctuary,September,donec ut mauris eget massa tempor convallis nulla neque libero convallis
Lansdowne,Almora,30.3214,79.3283,4,11.9,Lake,September,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
Rishikesh,Dehradun,30.4617,78.4618,1,8.4,Lake,January,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
Lansdowne,Nainital,31.2333,79.3994,2,7.6,Lake,January,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
Lansdowne,Dehradun,29.1293,79.4132,4,0.9,Lake,April,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
Rishikesh,Rudraprayag,29.2779,78.2032,2,27.7,Wildlife Sanctuary,May,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
Lansdowne,Almora,30.0816,79.8159,2,27.4,Lake,June,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
Haridwar,Chamoli,30.7858,80.4501,4,4.1,Adventure Spot,March,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
Almora,Dehradun,29.9419,77.9857,4,2.7,Hill Station,August,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
Jim Corbett National Park,Haridwar,31.294,77.7991,3,8.3,Lake,September,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
Rishikesh,Bageshwar,30.6476,78.3748,1,2.3,Trek,March,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
Chopta,Tehri Garhwal,29.416,78.3417,5,12.0,Wildlife Sanctuary,December,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
Chopta,Haridwar,29.9574,79.8338,4,24.4,Hill Station,September,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
Chopta,Bageshwar,31.1097,78.9791,2,19.6,Trek,April,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
Nainital,Nainital,29.9271,79.7004,5,0.7,Wildlife Sanctuary,August,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
Mussoorie,Bageshwar,29.7166,79.728,3,14.4,Hill Station,November,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
Auli,Almora,31.1411,79.1407,4,28.6,Lake,December,donec ut mauris eget massa tempor convallis nulla neque libero convallis
Ranikhet,Nainital,30.9135,80.4283,4,13.7,Hill Station,December,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
Mussoorie,Nainital,30.5716,80.464,5,12.7,Temple,January,mauris vulputate elementum nullam varius nulla facilisi cras non velit
Jim Corbett National Park,Dehradun,30.0982,79.1973,4,6.4,Trek,March,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
Almora,Pauri Garhwal,31.1369,80.0312,4,19.1,Wildlife Sanctuary,June,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
Nainital,Bageshwar,31.0855,78.6098,3,9.0,Hill Station,April,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
Chopta,Uttarkashi,30.694,77.6239,3,17.3,Temple,June,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
Chopta,Haridwar,30.1422,78.5564,3,19.9,Lake,June,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
Haridwar,Almora,30.5312,78.8523,1,29.1,Temple,September,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
Chopta,Haridwar,29.4036,78.0974,3,11.7,Trek,July,turpis integer aliquet massa id lobortis convallis tortor risus dapibus
Almora,Rudraprayag,29.9954,77.5184,3,5.2,Temple,January,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
Haridwar,Almora,31.1847,77.6436,1,26.6,Temple,December,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
Mussoorie,Uttarkashi,29.6962,78.5171,5,24.5,Hill Station,March,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
Jim Corbett National Park,Uttarkashi,29.7071,80.3467,4,25.2,Trek,September,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
Auli,Tehri Garhwal,29.9718,78.164,2,19.8,Lake,June,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
Haridwar,Chamoli,29.2971,79.72,5,16.6,Temple,February,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
Nainital,Pauri Garhwal,29.1352,77.5885,3,11.7,Trek,June,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
Nainital,Chamoli,30.0055,80.2825,5,16.0,Hill Station,December,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
Almora,Pauri Garhwal,31.3421,78.4386,3,22.0,Lake,April,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
Haridwar,Tehri Garhwal,29.2303,77.96,1,19.3,Hill Station,June,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
Nainital,Bageshwar,30.4446,77.775,5,27.3,Hill Station,December,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
Auli,Chamoli,31.311,78.9169,5,8.9,Lake,August,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
Lansdowne,Uttarkashi,29.4441,78.2698,5,0.3,Wildlife Sanctuary,January,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
Lansdowne,Tehri Garhwal,29.5825,77.7291,2,27.1,Trek,May,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
Jim Corbett National Park,Bageshwar,29.833,78.246,2,2.1,Wildlife Sanctuary,July,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
Chopta,Almora,29.7917,79.3247,3,9.9,Adventure Spot,October,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
Chopta,Almora,29.0596,77.6099,2,17.3,Temple,July,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
Rishikesh,Rudraprayag,30.1365,79.7091,2,28.4,Wildlife Sanctuary,November,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
Ranikhet,Uttarkashi,30.462,77.7092,3,0.1,Hill Station,August,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
Jim Corbett National Park,Pauri Garhwal,29.3276,80.0432,5,1.7,Temple,February,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
Lansdowne,Almora,30.1857,77.5567,2,2.9,Hill Station,April,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
Almora,Dehradun,30.2076,79.7681,1,5.2,Hill Station,June,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
Jim Corbett National Park,Haridwar,30.5826,80.1303,1,14.8,Lake,July,leo rhoncus sed vestibulum sit amet cursus id turpis integer
Rishikesh,Almora,29.5062,78.5978,5,10.8,Wildlife Sanctuary,February,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
Rishikesh,Tehri Garhwal,29.3439,78.7168,2,13.8,Temple,September,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
Rishikesh,Pauri Garhwal,31.0284,78.1355,5,1.7,Adventure Spot,June,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
Jim Corbett National Park,Tehri Garhwal,31.2088,79.474,4,22.7,Lake,June,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Chopta,Chamoli,29.8435,78.907,3,11.0,Adventure Spot,July,non pretium quis lectus suspendisse potenti in eleifend quam a odio
Almora,Pauri Garhwal,29.7672,78.5425,5,24.4,Temple,June,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
Almora,Bageshwar,30.2569,78.1664,2,11.4,Temple,November,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
Nainital,Tehri Garhwal,29.9445,77.5135,3,18.6,Lake,November,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
Lansdowne,Haridwar,29.2944,78.1104,5,24.7,Wildlife Sanctuary,February,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
Ranikhet,Nainital,30.7504,79.8448,3,11.9,Wildlife Sanctuary,November,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
Rishikesh,Haridwar,29.8922,78.0744,2,23.7,Adventure Spot,April,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
Rishikesh,Almora,30.8585,79.4867,5,2.7,Wildlife Sanctuary,September,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Nainital,Uttarkashi,30.8093,78.1401,3,6.6,Lake,March,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
Auli,Bageshwar,31.0276,78.3291,4,29.7,Trek,July,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
Lansdowne,Dehradun,29.511,79.5312,4,22.1,Trek,March,a pede posuere nonummy integer non velit donec diam neque vestibulum eget
Chopta,Chamoli,29.1267,78.5218,3,5.7,Hill Station,July,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
Nainital,Uttarkashi,29.7761,78.5713,1,19.6,Adventure Spot,January,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
Chopta,Chamoli,30.1983,77.7297,4,20.7,Hill Station,October,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
Almora,Bageshwar,29.1841,80.3167,4,2.9,Lake,October,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
Auli,Rudraprayag,31.1932,80.4912,1,8.7,Wildlife Sanctuary,June,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
Haridwar,Tehri Garhwal,31.186,80.4995,5,7.4,Temple,September,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
Jim Corbett National Park,Tehri Garhwal,29.6032,79.0809,3,12.4,Trek,December,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
Lansdowne,Dehradun,31.1015,78.3582,1,19.4,Hill Station,October,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
Auli,Uttarkashi,30.4867,78.4604,3,28.1,Adventure Spot,December,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
Ranikhet,Dehradun,30.6126,78.526,3,18.0,Lake,December,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
Nainital,Pauri Garhwal,30.2738,78.1063,4,18.5,Wildlife Sanctuary,May,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
Jim Corbett National Park,Bageshwar,29.9961,79.7923,3,5.4,Hill Station,August,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
